Costo_Producci�n Graiman,Margen_Operativo,Ingresos_Mensuales,Gasto_Log�stico,Stock_Disponible,Rotaci�n_Inventario,Productos_M�s_Vendidos,Nivel_Reorden,Horas_Trabajadas,�ndice_Capacitaci�n,Productividad_Operarios,Tasa_Ausentismo,Lead_Source,Tasa_Conversi�n,Valor_Compra_Promedio,Frecuencia_Compra,Tiempo_Entrega_Proveedor,Cumplimiento_Entregas,Costo_Transporte,Retrasos_Producci�n,Segmento_Cliente,Regi�n_Cliente,Antig�edad_Cliente,Nivel_Satisfacci�n,Defectos_Producci�n,Tiempo_Parada_M�quina,Tipo_Producto,Fecha_Registro,Sentimiento_Promedio,Volumen_Menciones,Interacci�n_Posts,Tendencias_B�squeda,�ndice_Demanda_Construcci�n,Precios_Materia_Prima,Tendencia_Precios_Competencia,Tipo_Cambio_USD,Participaci�n_Mercado,Precio_Promedio_Competencia,Nuevos_Lanzamientos_Competencia,Variaci�n_Demanda_Zona,Crecimiento_PIB,�ndice_Constructivo,Inversi�n_Obra_P�blica,Inflaci�n_Mensual,Tendencias_Construcci�n_Web,B�squedas_Por_Cer�mica,Reviews_Online,Rango_Precios_Mercado,Nombre_Cliente
25.09263972,0.174455848,195492.345,1686.828522,3686,7.916672491,Porcelanato,442.3205627,154.0340544,0.574734876,59.73200329,0.01341495,Facebook,0.146936389,218.9566891,6,11.83192997,91.93029087,348.6659794,3,Hogar,Cuenca,0,3.506876092,6,0.370734783,Porcelanato,2025-04-21 0:00:00,0.319752661,1381,318,35.83855025,71.75989261,7.704399172,2.994623615,1.081846906,26.07909963,53.74971357,5,-9.357946337,3.610966524,78.69252804,6398.480501,0.988621854,15.86314434,7613,1.408688032,40.91999142,Carolina Cordero
9.53537653,0.281131882,186580.7739,1428.113885,565,3.737573223,Porcelanato,109.0862047,79.51186576,0.881927042,61.33915637,0.084365932,Sala de Ventas,0.1247232,530.6292356,7,5.732154961,91.19346617,461.0659083,7,Constructor,Guayas,7,4.694699189,7,3.087338298,Porcelanato,2025-04-22 0:00:00,-0.921640023,3675,1044,33.61409675,50.72951619,12.01003187,0.440482295,1.015490877,21.74528681,23.65872302,8,11.19074165,0.987879429,136.7215188,45629.3818,0.616928349,2.433984532,4733,3.855211607,11.02376344,Marco Torres
19.73016485,0.253143238,152603.0418,14480.89201,3005,7.263589609,Azulejo,268.5537623,172.0538867,0.484351995,77.52307578,0.06957021,Sala de Ventas,0.155312058,89.92300619,11,1.017126536,80.38975157,485.812673,6,Hogar,Cuenca,4,4.588657177,27,0.686644291,Cer�mica,2025-04-23 0:00:00,0.799446303,2299,1271,50.21266471,62.31916749,23.59716124,2.171545926,1.026349066,52.61845091,48.4177487,12,14.19543696,3.534404731,124.8158259,37338.6288,0.252237805,53.29963984,15048,2.393103823,51.40607412,Luis Vintimilla
6.288617831,0.264272365,73857.97428,7591.42936,4555,3.804437478,Cer�mica,360.694359,171.717192,0.808026362,75.49965758,0.061773547,Instagram,0.153931296,224.6948067,11,4.225767383,93.07917781,269.4972569,8,Mayorista,Loja,13,2.685218033,15,5.190260964,Cer�mica,2025-04-24 0:00:00,-0.662614279,2813,818,0.275506912,89.32900004,13.65773608,-2.569337788,1.055947451,41.48151805,33.73882893,7,-9.039198602,-0.114233294,75.67622932,22001.07277,0.348094277,45.94940473,19093,4.854851757,22.88066857,Luis Vintimilla
17.9524392,0.224752226,95999.12404,11310.53694,1290,7.579339709,Porcelanato,233.4965529,77.36353909,0.809349183,88.04620745,0.041553198,Facebook,0.098750779,266.1947421,9,8.768863491,80.75169829,314.62014,8,Mayorista,Loja,6,4.061199264,45,9.599974915,Gres,2025-04-25 0:00:00,0.252330299,4099,1912,98.29680239,0.218032702,11.76869706,2.47672085,1.045241676,44.26473893,48.43700454,10,-0.296788984,-3.788988305,100.5754234,39690.75491,0.161620759,62.4775323,7500,4.450803711,56.86704205,Daniela Mora
28.09257486,0.157274654,60165.99698,13459.36707,1953,8.246957649,Azulejo,135.1658276,56.08598626,0.757788642,95.72457484,0.081422913,Sala de Ventas,0.268562905,783.6517358,8,11.8184412,96.90121339,94.49401126,0,Hogar,Guayas,18,2.901238494,35,1.247258529,Gres,2025-04-26 0:00:00,-0.0057083,3019,326,58.35983743,79.45783497,14.03769628,-1.383845375,1.092005634,8.558903278,25.0543089,2,7.866055635,-3.024886464,96.82345754,13238.44354,0.93388381,21.96121364,5752,3.971600542,19.06954225,Carlos Mora
41.87156288,0.102226831,94112.36964,3972.10292,4847,2.544309154,Cer�mica,344.143457,64.49715847,0.001534988,68.0116659,0.063712264,Sala de Ventas,0.086173276,251.2621306,10,3.591569875,94.31762252,338.7755983,7,Mayorista,Guayas,11,4.940522449,36,4.69179243,Cer�mica,2025-04-27 0:00:00,0.286923541,1710,1879,59.17678012,23.64755467,7.498386519,-2.881594189,1.041283387,42.34733577,11.90113163,0,-9.014691739,-3.171151874,50.50050171,16191.3071,0.291737927,29.13610359,944,4.081651167,41.97881122,Jorge Cordero
13.99182385,0.173150194,78044.89662,10136.03484,187,4.55385909,Cer�mica,190.8199386,176.314076,0.988021383,65.4831311,0.007268682,Sala de Ventas,0.051824745,513.636119,4,16.43836498,93.22576935,288.2345102,8,Constructor,Loja,17,2.656594784,1,0.465997852,Gres,2025-04-28 0:00:00,0.727061849,1746,1821,87.91706705,40.92003604,9.385571036,0.422956532,1.062510759,11.00901543,39.46967314,12,12.14442491,3.941805286,75.0875103,6096.293463,0.991270224,73.40742099,6083,2.73723882,13.80087065,Jorge V�zquez
44.92701495,0.106370337,160142.3917,9758.460475,1094,3.668696593,Porcelanato,314.805714,66.32711799,0.785811254,63.77774788,0.090622749,Sala de Ventas,0.206975333,403.5119841,8,2.297407147,96.7556918,445.9937753,8,Hogar,Cuenca,16,2.574860979,21,5.990597629,Cer�mica,2025-04-29 0:00:00,0.119173077,4515,31,95.98609126,23.00235503,11.63715977,-3.087194298,1.013998731,5.261828576,29.57630875,1,-0.224881188,3.363129037,105.3871026,8194.316462,0.153684661,88.60197729,6934,2.603005929,14.55199274,Miguel Crespo
36.05132889,0.231423338,159108.9772,12523.4663,4655,1.934372841,Cer�mica,338.9122565,62.67352408,0.709081776,53.06025614,0.083871902,Facebook,0.197817913,198.9894619,7,14.26830653,99.01393945,327.1174708,0,Mayorista,Azuay,5,2.744908593,47,1.863635943,Gres,2025-04-30 0:00:00,-0.284262414,4260,13,46.00207425,83.09052445,28.12632685,2.802454035,1.004737809,40.49352204,15.22125752,13,-9.172980771,-0.095474401,52.97225311,5157.185733,0.718981161,4.970952494,4821,1.249452546,42.4571204,Carlos Calle
23.87356,0.066344637,188410.2081,6873.815407,2737,6.990768414,Cer�mica,354.2378439,112.9168679,0.334474036,59.32511155,0.079366127,Instagram,0.227923546,351.9452432,5,17.20019375,88.45367727,143.572964,6,Mayorista,Azuay,14,3.041429195,44,4.756675058,Gres,2025-05-01 0:00:00,-0.807992191,4967,1806,48.52935836,1.339432222,27.97927439,2.893365425,1.032592502,7.473011293,46.75800571,9,5.796696386,1.60389531,81.75749547,26136.73931,0.999600262,43.71766064,794,2.71361258,55.49765272,Miguel Calle
12.50171688,0.138106737,68095.05945,3001.647641,3072,3.179710189,Cer�mica,131.292607,31.74588257,0.510565358,52.93678064,0.025682931,Referido,0.03684462,157.8951252,4,14.62579153,88.12866377,177.268719,8,Constructor,Quito,16,4.973338141,23,1.647754,Gres,2025-05-02 0:00:00,-0.284102365,1120,1011,22.97113529,60.49613309,27.92570831,-2.077504912,1.029171203,9.150463921,15.2613067,13,-7.836057459,3.837562017,118.3218753,37184.45957,0.266572465,82.92833505,9497,2.609293369,23.56188454,Andr�s Quito
31.35900295,0.141176081,103113.1265,12178.12663,698,3.903614994,Cer�mica,329.9190623,181.7530677,0.060988201,75.95539243,0.042433907,Instagram,0.061143108,442.2876335,3,8.55375558,88.09720167,169.5495905,3,Hogar,Quito,9,2.633395389,20,6.63249274,Porcelanato,2025-05-03 0:00:00,-0.824700644,4629,849,24.44727828,39.47642449,26.95230043,4.598256571,1.087986627,21.68897245,20.05307847,4,13.07062771,-1.918545421,91.27713886,38838.77131,0.037475549,89.03026051,19515,1.785430801,56.99124752,Luis Vintimilla
44.16448335,0.227516737,14218.51213,9689.273177,799,8.85271276,Cer�mica,418.5925518,69.79894063,0.947617603,75.44642147,0.058011301,Web,0.060715725,466.8941651,6,15.91019206,93.10237112,110.7136889,7,Constructor,Loja,3,1.379222254,44,5.98852774,Gres,2025-05-04 0:00:00,0.614375957,4785,631,52.55416183,0.608822822,22.52575328,-2.840189365,1.089811826,9.691342168,35.17103534,8,0.239113054,2.037541423,134.9493163,18630.93465,0.141610305,2.788964423,6756,4.824253033,47.5726519,Diego Crespo
6.624815895,0.156747148,17718.29291,5313.644767,1568,6.387558457,Porcelanato,441.6802324,198.0861074,0.125539644,97.49604204,0.071630188,Referido,0.025695296,393.1255061,2,16.95501772,89.2530231,439.6621022,8,Hogar,Quito,13,1.19555204,13,3.688723045,Cer�mica,2025-05-05 0:00:00,-0.341382714,3415,1585,65.10954062,92.20939002,8.997747307,-3.937003224,1.001613793,51.16588558,41.20895759,9,15.95410073,-4.18443844,117.1604113,45158.87082,0.008848293,46.78690012,17427,2.816081993,23.74175736,Eduardo V�zquez
14.96883217,0.134940614,63243.31863,9499.241802,1438,1.391083465,Cer�mica,472.2351954,79.66260269,0.526786377,82.77986622,0.035910772,Sala de Ventas,0.04265083,415.8663395,9,6.238527278,82.43279635,309.2676598,1,Constructor,Azuay,4,4.591001847,16,6.637759587,Cer�mica,2025-05-06 0:00:00,-0.501414903,1523,1421,50.72834692,8.457943862,15.78537915,3.749748294,1.073709857,43.9954968,16.48461624,8,-1.809680584,-3.608876039,78.94630299,15589.36495,0.403672089,85.77179997,9575,1.115124507,52.03076752,Paola Quito
34.15734958,0.064327325,76570.31262,3054.633325,1080,4.944120192,Cer�mica,73.91220499,146.4937081,0.543187995,55.98009576,0.028497653,Referido,0.1654266,253.5130559,5,15.96512535,89.99049103,451.8207518,9,Mayorista,Azuay,5,1.386872974,41,2.966228848,Cer�mica,2025-05-07 0:00:00,-0.313336665,4826,731,37.70291609,71.98603727,9.938357732,-1.462634869,1.080471412,7.860251789,39.96187368,10,-7.077519169,1.09539837,102.1489793,19890.56884,0.014039863,71.07624545,19540,1.07467792,30.44055925,Carolina Salinas
14.32233451,0.298312648,88495.07833,12734.94051,4229,2.823727624,Cer�mica,459.8410264,197.3137718,0.94462428,50.06352452,0.054419661,Sala de Ventas,0.044946497,213.5569562,3,5.959412235,99.10536668,290.7325685,5,Mayorista,Quito,9,3.344796216,7,8.649062403,Porcelanato,2025-05-08 0:00:00,-0.823890387,2307,1017,44.75569024,60.26769919,12.09569439,-3.4709275,1.056147394,6.023047832,13.0346988,4,2.293351924,1.725197723,118.7781212,10982.77494,0.947246205,96.58592142,6410,1.218598791,30.07949474,Sof�a Mora
42.70089509,0.101346568,39106.68986,9480.096406,4436,3.154739417,Porcelanato,378.6383548,45.38284922,0.07058071,72.20922871,0.070527094,Web,0.080787121,776.133184,11,15.48158915,97.08873962,175.5878916,7,Constructor,Azuay,1,1.235423276,40,1.533387788,Cer�mica,2025-05-09 0:00:00,-0.794990511,2779,565,79.92023486,71.12013259,14.36616957,-1.575757545,1.090378243,24.0986685,13.43628369,0,-0.819091815,1.017496175,78.45513534,39680.19746,0.061664122,21.58480024,12357,1.797150751,27.70313314,Elena V�zquez
12.56836086,0.28319727,103198.0245,10823.54059,712,2.206010042,Azulejo,294.3990502,59.33199666,0.11658691,70.92840313,0.081461046,Referido,0.124282107,229.3016723,7,7.710574208,80.54098473,477.5112179,1,Mayorista,Guayas,15,3.216102283,45,4.012127605,Cer�mica,2025-05-10 0:00:00,0.320175231,4782,1485,93.90082722,17.7685785,17.88189573,4.582149197,1.029251125,47.98504731,40.03347993,10,-4.876215024,-2.921818658,76.43238181,38221.46035,0.560074406,6.823633486,16479,4.764753274,54.12994871,Carlos �lvarez
14.71017804,0.095099606,79026.46439,11936.92461,3677,1.415136899,Cer�mica,263.0922339,113.2014491,0.316522856,65.80612427,0.066028611,Instagram,0.243757035,797.9943114,5,1.96583209,88.43813812,417.8763254,8,Hogar,Loja,12,4.825111093,20,0.935293539,Cer�mica,2025-05-11 0:00:00,-0.80664648,3348,428,83.70376753,5.672403286,17.85384149,4.681211084,1.022154894,28.61714416,29.82599011,1,18.50541042,2.457311727,138.6165595,2993.395615,0.101473617,37.66212735,5297,1.851033235,24.58623373,Ana Calle
7.787396971,0.289756426,119599.0468,11052.61134,2941,6.59077662,Porcelanato,497.7760877,162.7368075,0.282372565,62.60189766,0.077140337,Referido,0.062568382,648.4609681,4,13.11433723,87.08478404,249.9382317,2,Mayorista,Guayas,4,4.040792628,30,9.885418676,Porcelanato,2025-05-12 0:00:00,-0.60221923,4803,1599,98.39617457,28.99642378,18.66961144,0.194579786,1.09958663,6.362792615,26.00328875,14,-0.789744042,-2.725426182,79.83460342,39325.50672,0.23194558,46.0913157,19974,4.459321172,12.17868387,Luis Torres
41.61584909,0.104950361,92839.08028,7501.111474,3777,2.149600721,Azulejo,56.01692737,91.8542354,0.014904073,68.34414869,0.024423882,Web,0.100385013,778.5572478,8,2.340832742,95.65436635,490.7101078,9,Hogar,Cuenca,5,1.698450437,3,3.620440834,Cer�mica,2025-05-13 0:00:00,0.829483576,178,1407,41.5232668,48.13266855,14.7263239,-4.822307418,1.098510624,24.42970562,39.94360281,3,6.563339173,1.960314584,115.3180158,19383.46521,0.622199386,85.26161285,16670,4.211846885,36.50698177,Mar�a Mora
29.56853429,0.141272917,45748.06326,6982.661855,2202,7.651859856,Cer�mica,423.4074485,26.6499662,0.354097698,76.55541873,0.055851429,Referido,0.198598961,450.2294148,11,5.036089757,83.65954472,257.6508145,2,Constructor,Cuenca,9,4.154717034,41,8.34540223,Gres,2025-05-14 0:00:00,0.73438503,2434,1351,18.2352264,90.89372567,5.956715778,1.974610623,1.025096199,23.95636921,40.10841825,12,2.654876353,3.691226787,96.94921318,8193.146129,0.368822762,87.62215155,17843,1.373324447,57.91745852,Paola P�rez
12.64632591,0.099645222,182794.5327,14196.74719,798,5.945676473,Cer�mica,214.1586092,77.69133142,0.110401381,60.21013694,0.037227404,Sala de Ventas,0.236198691,735.5309751,10,2.064522734,93.89418673,120.7822165,2,Hogar,Loja,3,4.819610207,41,0.476032692,Gres,2025-05-15 0:00:00,-0.322038199,3236,1923,8.248256216,91.95212408,15.67230835,-4.025293294,1.077908763,48.95090698,42.52880259,8,3.847020492,-2.588587573,85.03555225,43256.18423,0.737908526,28.72490603,2382,1.893457295,27.42991208,Miguel Calle
16.25503316,0.297134946,114061.9543,12080.28043,3327,2.757245308,Porcelanato,287.8375429,73.20818047,0.546123066,88.44432307,0.056585093,Instagram,0.262653488,85.37788279,8,11.76906022,95.93332959,249.8196961,3,Hogar,Azuay,2,4.3206889,7,8.818590344,Gres,2025-05-16 0:00:00,0.180425871,2373,546,75.01626539,51.47179034,5.205674702,1.747655078,1.093610691,45.42785029,45.41717953,3,1.928709954,4.091182745,54.29253034,24821.83126,0.288967132,85.83240639,19223,3.154050841,51.41363487,Jorge �lvarez
43.02701205,0.090553362,197419.8074,6242.438426,1356,7.173240838,Cer�mica,293.2918996,47.07166767,0.829801213,86.54036872,0.038809982,Web,0.265206357,644.4746794,5,2.822291101,99.56797601,386.6287452,9,Hogar,Guayas,17,4.65903107,43,5.47731862,Porcelanato,2025-05-17 0:00:00,0.398806686,1056,1472,92.63737276,78.18782463,21.46636997,2.647031767,1.071328428,56.60784185,16.19785357,8,-7.275009999,3.851056249,110.9749275,7545.140944,0.758022215,45.42657632,18338,3.480209548,22.83278683,Jos� Vintimilla
25.31886825,0.241495552,36628.02767,13323.1259,3237,3.200411539,Azulejo,498.3980477,148.9534183,0.985949478,53.0001809,0.078824485,Instagram,0.092439074,268.5731581,9,11.21245066,96.82090894,229.1165937,7,Mayorista,Quito,16,3.570776376,26,5.432550578,Gres,2025-05-18 0:00:00,0.171036068,330,1206,5.810364994,13.35665067,29.96677423,-1.124124467,1.089483579,51.05762203,33.94364256,10,6.443039221,1.320545984,62.48677642,34954.38499,0.846659927,53.06643723,2441,2.192372189,24.50572948,Elena Montalv�n
44.67717959,0.297747717,14852.80907,4773.838328,4748,7.284715674,Porcelanato,296.8599716,174.2192129,0.091682297,86.75216817,0.093316627,Web,0.215291238,452.7156679,7,4.757099671,96.20587319,61.48105186,7,Mayorista,Loja,12,1.143330647,49,2.749690109,Gres,2025-05-19 0:00:00,0.918840488,4261,1208,63.57855803,78.08737435,26.22551255,-4.366969239,1.080346301,47.10760946,16.54933154,14,-9.670303765,0.333941627,73.94304239,42520.47783,0.923739403,60.42420524,3576,2.579213818,46.02469631,Andr�s Chac�n
46.39441465,0.19803235,32647.30148,8673.852264,4719,3.987135163,Azulejo,312.0613868,57.86541026,0.304234798,77.6340948,0.090579503,Web,0.131994617,321.9635479,3,13.4296451,90.4101146,416.4768191,1,Hogar,Cuenca,7,4.866892471,45,4.206003471,Cer�mica,2025-05-20 0:00:00,-0.939339356,2855,1531,78.78262879,85.3860812,23.4229641,-1.025761027,1.073379772,7.860884552,15.5626973,9,-7.222451334,1.308968138,71.18238383,33111.72193,0.936290812,61.62915281,16658,3.203148582,52.72087735,Marco Quito
19.67194962,0.148620669,135278.5578,10074.63441,1806,4.499052623,Azulejo,481.3029465,36.29343013,0.965410095,99.17190324,0.020765759,Referido,0.177919667,723.716126,8,16.34770592,88.12557106,412.3715087,3,Hogar,Cuenca,13,1.238086595,5,5.181574614,Gres,2025-05-21 0:00:00,-0.356588596,1190,701,78.1272213,70.96646874,26.45218217,3.289349173,1.033555267,25.07489935,22.40023694,12,9.885710007,-0.855200737,140.4418508,29042.33798,0.298727109,26.49090505,2692,4.712447017,22.02188646,Andr�s Guzm�n
13.92513318,0.237355233,117084.7953,14927.59845,3114,8.295827095,Cer�mica,63.96677467,179.6007394,0.787005241,99.01966244,0.089399832,Referido,0.261967249,193.7084899,5,5.160165686,89.97259163,308.0814197,7,Mayorista,Quito,17,1.645519694,43,7.963356197,Cer�mica,2025-05-22 0:00:00,-0.648320077,3592,1063,13.7565132,51.56758479,19.60241029,-4.404601795,1.009101101,5.561933665,49.94961851,3,-3.636556932,-1.362157919,146.7915488,34643.45748,0.973339866,48.57769553,5233,3.932293331,24.91782632,Mar�a �lvarez
30.36229041,0.082935357,155087.2359,1009.497276,668,3.58780775,Cer�mica,281.0642028,185.9205307,0.886910452,96.22276592,0.085373879,Facebook,0.252064932,241.4129324,2,8.044415295,83.64298881,288.2974804,1,Constructor,Loja,10,2.128530755,48,5.453125081,Cer�mica,2025-05-23 0:00:00,-0.717793332,4104,1062,73.76350092,66.91107864,9.412181553,3.959519608,1.02956363,43.20071411,23.9830654,9,-9.085015685,-0.276037034,116.095145,19233.15861,0.966595635,42.05320721,9519,1.615079129,41.89431435,Luis Montalv�n
10.90845618,0.210460631,111759.1579,14992.3896,710,3.722331999,Cer�mica,289.2397268,159.2035731,0.217514267,50.62461412,0.047318282,Web,0.061656689,161.6840773,9,4.605777457,96.35670385,280.1317712,9,Constructor,Quito,10,4.178778889,16,9.872530896,Porcelanato,2025-05-24 0:00:00,-0.253471804,38,816,79.15955053,24.6135448,19.54107401,3.740102989,1.030455033,46.54303741,25.53927241,8,1.786492236,1.382102862,99.87087761,36916.83539,0.09869634,9.630299371,9271,1.254130411,41.39711506,Miguel �lvarez
39.47524511,0.083993513,81959.7565,11680.57155,4606,5.436734779,Cer�mica,171.7725902,137.7466674,0.338060617,98.59061044,0.094121682,Instagram,0.135222075,221.6695546,10,16.23343529,87.08900375,373.5171903,2,Mayorista,Guayas,9,4.629555216,43,0.334467686,Porcelanato,2025-05-25 0:00:00,0.831650211,4503,1421,79.30800477,1.358292297,9.763987032,-4.352949157,1.048433097,57.94092918,27.81418919,1,6.725748138,-4.915199443,76.52714373,13641.35698,0.17454728,12.99253804,7054,2.831122633,27.37716918,Andr�s Cordero
10.00670834,0.099582228,96027.02874,13725.56077,3106,8.328462268,Azulejo,264.9402872,91.92636972,0.760324209,55.56419107,0.062096418,Sala de Ventas,0.195796771,536.9263432,3,8.492261194,81.42112349,312.4768733,1,Constructor,Cuenca,2,3.417559449,20,8.825273321,Gres,2025-05-26 0:00:00,0.172121169,1829,827,81.82592979,25.61755298,28.3415961,-3.216345783,1.08570039,32.95802073,33.33873262,3,-1.940166226,-4.098155814,138.5309902,27369.0746,0.838759178,10.63112284,5400,3.425885725,17.65845329,Elena V�zquez
38.59616188,0.278318295,196469.0066,14123.53994,2993,4.20318289,Porcelanato,181.5961893,146.370511,0.549982917,52.65309311,0.020895543,Facebook,0.179620981,565.8609064,1,6.422583017,92.82440621,401.603838,3,Hogar,Quito,8,1.092792033,41,2.670686455,Porcelanato,2025-05-27 0:00:00,0.582619046,2854,51,59.38725211,88.62593638,14.51300153,0.013871994,1.081227759,25.67678989,23.52263452,4,-0.235469339,-3.481073763,67.82188731,49875.19455,0.795206892,51.65096297,4905,1.583675219,44.82406307,Paola Salinas
12.08431026,0.261767934,169687.8716,13104.37471,118,7.886413132,Cer�mica,235.145227,118.1014482,0.645899742,52.37775501,0.024929469,Referido,0.130665792,168.487911,7,2.447247062,89.66874383,217.9002357,7,Constructor,Azuay,10,3.482229609,45,5.085483846,Cer�mica,2025-05-28 0:00:00,-0.414441773,4238,1313,82.34961196,90.04974983,19.31827117,-1.076397321,1.042446768,28.93518352,47.27788124,5,-6.142402142,1.938426352,86.91047839,34712.23949,0.142072098,65.09416083,10006,4.778680947,54.05292064,Marco Crespo
17.76126055,0.100261118,137977.2337,5405.501233,2696,6.509186363,Azulejo,401.7989995,84.42711677,0.542636663,98.21355481,0.076635053,Web,0.156340687,599.1350502,1,12.1312229,96.78388505,277.9148797,9,Hogar,Azuay,14,4.767713036,45,7.622839865,Gres,2025-05-29 0:00:00,0.78621906,1153,1443,78.46419674,95.34818265,28.22176432,0.846655462,1.002087312,48.47623972,57.21984883,4,-1.549585465,-2.770071499,116.5549825,35344.38029,0.29313501,41.73432479,13849,2.317892978,47.12400556,Ver�nica Salinas
41.99650661,0.229566347,41837.95834,3905.131044,1008,2.950896176,Porcelanato,370.1678781,73.65170386,0.20053571,98.97490192,0.02279069,Facebook,0.137175215,297.4943638,7,3.302132543,94.6350492,96.69007932,0,Mayorista,Loja,15,1.638991164,12,3.404816349,Porcelanato,2025-05-30 0:00:00,-0.382396435,4358,249,45.27763103,97.86355172,29.96977119,-1.235224655,1.096010097,37.17156191,21.79552124,7,13.52483871,0.253851576,82.65705483,47702.45277,0.461631735,54.95315557,14737,3.148340977,55.400382,Marco Quito
29.122847,0.156078608,59177.07929,5571.22317,2871,6.685617858,Porcelanato,298.7903486,90.76955748,0.148065255,61.47275015,0.090034647,Instagram,0.281187013,462.6090813,7,2.730029344,82.86949645,342.7202242,3,Constructor,Quito,5,2.74583019,45,4.339703523,Cer�mica,2025-05-31 0:00:00,-0.352383778,2592,516,73.25010163,50.85577375,12.55276362,-1.995423987,1.025768848,9.827801538,24.90204974,3,-4.045029535,1.76967305,81.79786243,35757.78765,0.767639773,50.02908272,10996,2.814047391,58.95325166,Jorge Morocho
37.43001992,0.071050287,11492.10562,13723.30613,4536,2.908802916,Azulejo,484.0991859,40.22307059,0.958631055,79.47478486,0.002834432,Web,0.032745816,600.5027919,11,12.81749227,96.59106363,376.8586535,1,Hogar,Azuay,5,3.817399296,10,5.548641406,Porcelanato,2025-06-01 0:00:00,0.165266135,1741,647,13.78351383,87.30828495,23.74180978,-1.949642588,1.039865885,45.7310007,58.16405269,2,16.50067867,3.63048181,139.248181,2575.857888,0.257961397,80.55313399,7091,3.232927225,54.97464747,Luis Vintimilla
39.36209245,0.050028072,81504.61032,13483.69697,1529,2.061572226,Cer�mica,447.7355848,127.8029715,0.853690741,93.05946851,0.022986392,Web,0.271654135,241.7838941,5,4.501246509,89.9754148,225.2491293,7,Hogar,Cuenca,15,2.246693375,14,6.81615696,Porcelanato,2025-06-02 0:00:00,0.071496513,3161,1878,10.92947494,34.00022417,12.93283689,-1.224692997,1.012596914,20.66609136,50.43485895,5,15.41336289,-0.477474453,68.44332151,47705.04941,0.076177078,35.49432765,16602,3.637131145,16.47636515,Eduardo Chac�n
8.851296216,0.121929443,83758.22393,4679.607634,2636,9.855722506,Porcelanato,358.8199153,73.71081365,0.782312569,84.61211292,0.016069214,Web,0.121417117,441.0675367,8,18.70093276,91.1114392,434.4873984,4,Mayorista,Cuenca,17,2.651883483,35,9.301083643,Gres,2025-06-03 0:00:00,-0.087697897,1919,820,87.00384704,1.207100314,14.41881683,-3.040868969,1.08689322,51.50488508,43.81301292,4,9.477768455,-1.088192186,60.9349058,10399.75383,0.826289438,76.99676245,8297,1.678503424,19.59153691,Jos� Vintimilla
10.88666841,0.242690532,150741.4354,8069.880172,1349,8.765762856,Azulejo,435.4566347,33.73738175,0.302437212,59.69539249,0.039584814,Web,0.030095392,301.6768734,4,1.843870525,88.57434218,133.0231408,6,Hogar,Loja,18,2.446426802,15,9.027215253,Porcelanato,2025-06-04 0:00:00,-0.065936154,4303,207,20.96800816,8.248782303,12.72654441,-0.688278221,1.022615996,56.9604864,15.03362583,0,-0.419287803,-0.272887574,72.70609783,31407.0648,0.712823533,39.11475842,14787,4.849992685,42.06435827,Ana Vintimilla
11.78087982,0.113141658,170767.2377,9132.400965,1230,7.616152512,Azulejo,226.3679097,198.8647678,0.849659127,89.18496977,0.051920807,Sala de Ventas,0.274254752,588.2807049,10,19.64609449,90.36886843,72.76700316,7,Hogar,Azuay,4,3.850665772,28,6.095815129,Porcelanato,2025-06-05 0:00:00,0.250526216,3294,1671,7.70960319,92.18710879,26.9039355,1.11207707,1.001002785,7.610808746,47.87642634,5,-3.481455924,1.55454518,124.9419305,6416.285645,0.356415263,33.67624614,17767,4.562464184,20.7989508,Andr�s Torres
39.8298779,0.223457821,51862.60392,6216.429813,1278,7.21875862,Azulejo,352.4442541,118.4362028,0.713196623,95.48149901,0.094123089,Referido,0.146317626,543.1494388,6,10.8275965,85.75116728,95.87759416,0,Hogar,Cuenca,6,3.787761156,36,9.357885368,Porcelanato,2025-06-06 0:00:00,0.778358892,2782,1520,77.43775385,9.3060599,24.72304075,-2.233563082,1.001233564,50.01256921,18.14672949,14,-0.860771514,-4.622882901,65.35551577,11044.16021,0.467638098,24.4313081,18247,1.213655046,40.84247464,Jorge Ochoa
39.27510453,0.21882755,170998.7952,4480.122506,710,7.673519138,Cer�mica,487.8065264,134.8281311,0.152147726,70.54417036,0.047022161,Referido,0.236349474,210.7172225,10,18.36146704,83.07203086,400.8612967,6,Hogar,Cuenca,2,1.78273666,32,0.743389524,Porcelanato,2025-06-07 0:00:00,-0.41600262,3796,492,45.91341033,13.3682824,26.27172891,0.182724362,1.080634326,37.70232117,54.00455847,6,0.032451193,-4.619573845,115.6305026,7340.090702,0.933334299,9.600361926,15866,1.015095721,39.94341887,Carlos Cordero
20.58935507,0.122193751,162211.086,11731.95748,925,2.665215747,Azulejo,455.0165181,169.7696925,0.661484027,68.54606633,0.057697227,Facebook,0.215565484,487.5719349,4,6.847856087,99.78166806,175.385886,3,Constructor,Guayas,9,2.229485769,12,6.407995558,Gres,2025-06-08 0:00:00,-0.505339146,1438,491,24.90564332,5.890311596,20.27011817,4.382001091,1.008133809,39.15523409,45.48525648,1,5.267116044,2.559811709,86.79285982,46426.25122,0.690117819,74.86525412,15849,3.020540214,20.19660681,Daniela Montalv�n
